problem                                 |round                              |level   |solved
GUMIAndSongsDiv1                        |SRM 588                            |1       |False
KeyDungeonDiv1                          |SRM 588                            |2       |False
GameInDarknessDiv1                      |SRM 588                            |3       |False
JumpFurther                             |SRM 587                            |1       |False
TriangleXor                             |SRM 587                            |2       |False
ThreeColorability                       |SRM 587                            |3       |False
PiecewiseLinearFunction                 |SRM 586                            |1       |False
History                                 |SRM 586                            |2       |False
StringWeight                            |SRM 586                            |3       |False
TrafficCongestion                       |SRM 585                            |1       |True 
LISNumber                               |SRM 585                            |2       |True 
EnclosingTriangle                       |SRM 585                            |3       |True 
Egalitarianism                          |SRM 584                            |1       |False
Excavations                             |SRM 584                            |2       |False
FoxTheLinguist                          |SRM 584                            |3       |False
SimilarSequences                        |TCO13 Parallel Round 3B            |1       |False
AntlerSwapping                          |TCO13 Parallel Round 3B            |2       |False
ToastJumping                            |TCO13 Parallel Round 3B            |3       |False
SimilarSequences                        |TCO13 Round 3B                     |1       |False
AntlerSwapping                          |TCO13 Round 3B                     |2       |False
ToastJumping                            |TCO13 Round 3B                     |3       |False
YetAnotherANDProblem                    |TCO13 Round 3A                     |1       |False
Block3Checkers                          |TCO13 Round 3A                     |2       |False
TrickyInequality                        |TCO13 Round 3A                     |3       |False
DancingFoxes                            |TCO13 Round 2C                     |1       |False
TheMountain                             |TCO13 Round 2C                     |2       |False
WellTimedSearch                         |TCO13 Round 2C                     |3       |False
FruitTrees                              |TCO13 Round 2B                     |1       |False
ScotlandYard                            |TCO13 Round 2B                     |2       |False
LitPanels                               |TCO13 Round 2B                     |3       |False
TheLargestString                        |TCO13 Round 2A                     |1       |False
TheMagicMatrix                          |TCO13 Round 2A                     |2       |False
ThePowers                               |TCO13 Round 2A                     |3       |False
TheArray                                |TCO13 Round 1C                     |1       |False
TheOlympiadInInformatics                |TCO13 Round 1C                     |2       |False
TheKnights                              |TCO13 Round 1C                     |3       |False
EllysPairs                              |TCO13 Round 1B                     |1       |False
EllysFigurines                          |TCO13 Round 1B                     |2       |False
EllysReversals                          |TCO13 Round 1B                     |3       |False
HouseBuilding                           |TCO13 Round 1A                     |1       |False
TheFrog                                 |TCO13 Round 1A                     |2       |False
DirectionBoard                          |TCO13 Round 1A                     |3       |False
TravelOnMars                            |SRM 583                            |1       |False
TurnOnLamps                             |SRM 583                            |2       |False
RandomPaintingOnABoard                  |SRM 583                            |3       |False
SpaceWarDiv1                            |SRM 582                            |1       |False
ColorfulBuilding                        |SRM 582                            |2       |False
SemiPerfectPower                        |SRM 582                            |3       |False
SurveillanceSystem                      |SRM 581                            |1       |False
TreeUnion                               |SRM 581                            |2       |False
YetAnotherBoardGame                     |SRM 581                            |3       |False
EelAndRabbit                            |SRM 580                            |1       |False
ShoutterDiv1                            |SRM 580                            |2       |False
WallGameDiv1                            |SRM 580                            |3       |False
UndoHistory                             |SRM 579                            |1       |False
TravellingPurchasingMan                 |SRM 579                            |2       |False
RockPaperScissors                       |SRM 579                            |3       |False
GooseInZooDivOne                        |SRM 578                            |1       |False
WolfInZooDivOne                         |SRM 578                            |2       |False
DeerInZooDivOne                         |SRM 578                            |3       |False
EllysRoomAssignmentsDiv1                |SRM 577                            |1       |False
EllysChessboard                         |SRM 577                            |2       |False
BoardPainting                           |SRM 577                            |3       |False
ArcadeManao                             |SRM 576                            |1       |False
TheExperiment                           |SRM 576                            |2       |False
CharacterBoard                          |SRM 576                            |3       |False
TheNumberGameDivOne                     |SRM 575                            |1       |False
TheSwapsDivOne                          |SRM 575                            |2       |False
TheTilesDivOne                          |SRM 575                            |3       |False
TheNumberGame                           |SRM 574                            |1       |True 
PolygonTraversal                        |SRM 574                            |2       |False
Tunnels                                 |SRM 574                            |3       |False
TeamContest                             |SRM 573                            |1       |False
SkiResorts                              |SRM 573                            |2       |False
WolfPack                                |SRM 573                            |3       |False
NewArenaPassword                        |SRM 572                            |1       |False
EllysBulls                              |SRM 572                            |2       |False
NextAndPrev                             |SRM 572                            |3       |False
FoxAndMp3                               |SRM 571                            |1       |False
MagicMolecule                           |SRM 571                            |2       |False
CandyOnDisk                             |SRM 571                            |3       |False
RobotHerb                               |SRM 570                            |1       |False
CentaurCompany                          |SRM 570                            |2       |False
CurvyonRails                            |SRM 570                            |3       |False
TheDevice                               |SRM 569                            |1       |False
TheJediTest                             |SRM 569                            |2       |False
MegaFactorial                           |SRM 569                            |3       |False
BallsSeparating                         |SRM 568                            |1       |False
EqualSums                               |SRM 568                            |2       |False
DisjointSemicircles                     |SRM 568                            |3       |False
TheSquareRootDilemma                    |SRM 567                            |1       |False
StringGame                              |SRM 567                            |2       |False
Mountains                               |SRM 567                            |3       |False
PenguinSledding                         |SRM 566                            |1       |False
PenguinEmperor                          |SRM 566                            |2       |False
FencingPenguins                         |SRM 566                            |3       |False
XorGame                                 |TCO12 Championship Round           |1       |False
PeriodicTiling                          |TCO12 Championship Round           |2       |False
DistanceGraph                           |TCO12 Championship Round           |3       |False
CrossingTheRiver                        |TCO12 Parallel Round 3B            |1       |False
ElevenMultiples                         |TCO12 Parallel Round 3B            |2       |False
PQHulls                                 |TCO12 Parallel Round 3B            |3       |False
MonstersValley                          |SRM 565                            |1       |False
TheDivisionGame                         |SRM 565                            |2       |False
UnknownTree                             |SRM 565                            |3       |False
KnightCircuit2                          |SRM 564                            |1       |False
AlternateColors2                        |SRM 564                            |2       |False
DefectiveAddition                       |SRM 564                            |3       |False
FoxAndHandle                            |SRM 563                            |1       |False
SpellCards                              |SRM 563                            |2       |False
CoinsGame                               |SRM 563                            |3       |False
PastingPaintingDivOne                   |SRM 562                            |1       |False
CheckerFreeness                         |SRM 562                            |2       |False
InducedSubgraphs                        |SRM 562                            |3       |False
ICPCBalloons                            |SRM 561                            |1       |False
CirclesGame                             |SRM 561                            |2       |False
Orienteering                            |SRM 561                            |3       |False
TomekPhone                              |SRM 560                            |1       |False
DrawingPointsDivOne                     |SRM 560                            |2       |False
BoundedOptimization                     |SRM 560                            |3       |False
HyperKnight                             |SRM 559                            |1       |False
HatRack                                 |SRM 559                            |2       |False
CircusTents                             |SRM 559                            |3       |False
Stamp                                   |SRM 558                            |1       |False
Ear                                     |SRM 558                            |2       |False
SurroundingGame                         |SRM 558                            |3       |False
FoxAndMountainEasy                      |SRM 557                            |1       |False
Incubator                               |SRM 557                            |2       |False
XorAndSum                               |SRM 557                            |3       |False
XorTravelingSalesman                    |SRM 556                            |1       |False
LeftRightDigitsGame2                    |SRM 556                            |2       |False
OldBridges                              |SRM 556                            |3       |False
CuttingBitString                        |SRM 555                            |1       |False
XorBoard                                |SRM 555                            |2       |False
MapGuessing                             |SRM 555                            |3       |False
TheBrickTowerEasyDivOne                 |SRM 554                            |1       |False
TheBrickTowerMediumDivOne               |SRM 554                            |2       |False
TheBrickTowerHardDivOne                 |SRM 554                            |3       |False
Suminator                               |SRM 553                            |1       |False
TwoConvexShapes                         |SRM 553                            |2       |False
YamanoteLine                            |SRM 553                            |3       |False
FoxPaintingBalls                        |SRM 552                            |1       |False
FoxAndFlowerShopDivOne                  |SRM 552                            |2       |False
HolyNumbers                             |SRM 552                            |3       |False
ColorfulChocolates                      |SRM 551                            |1       |False
ColorfulWolves                          |SRM 551                            |2       |False
SweetFruits                             |SRM 551                            |3       |False
RotatingBot                             |SRM 550                            |1       |False
CheckerExpansion                        |SRM 550                            |2       |False
ConversionMachine                       |SRM 550                            |3       |False
PointyWizardHats                        |SRM 549                            |1       |False
MagicalHats                             |SRM 549                            |2       |False
CosmicBlocks                            |SRM 549                            |3       |False
KingdomAndTrees                         |SRM 548                            |1       |False
KingdomAndDice                          |SRM 548                            |2       |False
KingdomAndCities                        |SRM 548                            |3       |False
GreedyTravelingSalesman                 |TCO12 Parallel Round 2C            |1       |False
ThreePoints                             |TCO12 Parallel Round 2C            |2       |False
FlattenOut                              |TCO12 Parallel Round 2C            |3       |False
KnightOfIntegerland                     |TCO12 Wildcard Round               |1       |False
StringEquations                         |TCO12 Wildcard Round               |2       |False
StringSequences                         |TCO12 Wildcard Round               |3       |False
BallRemoval                             |TCO12 Semifinal 2                  |1       |False
IndependentOfOR                         |TCO12 Semifinal 2                  |2       |False
TheAnimalProgrammingCompetitions        |TCO12 Semifinal 2                  |3       |False
FloodFill3D                             |TCO12 Semifinal 1                  |1       |False
StRings                                 |TCO12 Semifinal 1                  |2       |False
YetAnotherNim                           |TCO12 Semifinal 1                  |3       |False
CrossingTheRiver                        |TCO12 Round 3B                     |1       |False
ElevenMultiples                         |TCO12 Round 3B                     |2       |False
PQHulls                                 |TCO12 Round 3B                     |3       |False
ChromaticNumber                         |TCO12 Round 3A                     |1       |False
FoxAndCake                              |TCO12 Round 3A                     |2       |False
CowsMooing                              |TCO12 Round 3A                     |3       |False
GreedyTravelingSalesman                 |Round 2C                           |1       |False
ThreePoints                             |Round 2C                           |2       |False
FlattenOut                              |Round 2C                           |3       |False
BlurredDartboard                        |TCO12 Round 2B                     |1       |False
HeavyBooks                              |TCO12 Round 2B                     |2       |False
SequenceTransmission                    |TCO12 Round 2B                     |3       |False
SwitchesAndLamps                        |TCO12 Round 2A                     |1       |False
CucumberWatering                        |TCO12 Round 2A                     |2       |False
EvenPaths                               |TCO12 Round 2A                     |3       |False
PasswordXGuessing                       |TCO12 Round 1C                     |1       |False
PasswordXGrid                           |TCO12 Round 1C                     |2       |False
PasswordXPalindrome                     |TCO12 Round 1C                     |3       |False
FoxAndKgram                             |TCO12 Round 1B                     |1       |False
FoxAndDoraemon                          |TCO12 Round 1B                     |2       |False
FoxAndPhotography                       |TCO12 Round 1B                     |3       |False
EllysJuice                              |TCO12 Round 1A                     |1       |False
EllysFractions                          |TCO12 Round 1A                     |2       |False
EllysLights                             |TCO12 Round 1A                     |3       |False
FoxAndGCDLCM                            |SRM 535                            |1       |False
FoxAndBusiness                          |SRM 535                            |2       |False
FoxAndGreed                             |SRM 535                            |3       |False
MagicCandy                              |SRM 526.5                          |1       |False
MagicBlizzard                           |SRM 526.5                          |2       |False
MagicMatchesGame                        |SRM 526.5                          |3       |False
Pillars                                 |SRM 547                            |1       |False
RectangularSum                          |SRM 547                            |2       |False
MaximalTriangle                         |SRM 547                            |3       |False
KleofasTail                             |SRM 546                            |1       |False
FavouriteDigits                         |SRM 546                            |2       |False
FleaCircus                              |SRM 546                            |3       |False
StrIIRec                                |SRM 545                            |1       |False
Spacetsk                                |SRM 545                            |2       |False
SetAndSet                               |SRM 545                            |3       |False
ElectionFraudDiv1                       |SRM 544                            |1       |False
FlipGame                                |SRM 544                            |2       |False
SplittingFoxes                          |SRM 544                            |3       |False
EllysXors                               |SRM 543                            |1       |False
EllysRivers                             |SRM 543                            |2       |False
EllysDeathStars                         |SRM 543                            |3       |False
PatrolRoute                             |SRM 542                            |1       |False
StrangeDictionary2                      |SRM 542                            |2       |False
RabbitWorking                           |SRM 542                            |3       |False
AntsMeet                                |SRM 541                            |1       |False
AkariDaisukiDiv1                        |SRM 541                            |2       |False
XorLife                                 |SRM 541                            |3       |False
ImportantSequence                       |SRM 540                            |1       |False
RandomColoring                          |SRM 540                            |2       |False
ProductQuery                            |SRM 540                            |3       |False
Over9000Rocks                           |SRM 539                            |1       |False
SafeReturn                              |SRM 539                            |2       |False
FoxBomb                                 |SRM 539                            |3       |False
KingXNewCurrency                        |SRM 537                            |1       |False
KingXMagicSpells                        |SRM 537                            |2       |False
PrinceXDominoes                         |SRM 537                            |3       |False
EvenRoute                               |SRM 538                            |1       |False
TurtleSpy                               |SRM 538                            |2       |False
SkewedPerspective                       |SRM 538                            |3       |False
MergersDivOne                           |SRM 536                            |1       |False
RollingDiceDivOne                       |SRM 536                            |2       |False
BinaryPolynomialDivOne                  |SRM 536                            |3       |False
EllysCheckers                           |SRM 534                            |1       |False
EllysNumbers                            |SRM 534                            |2       |False
EllysString                             |SRM 534                            |3       |False
CasketOfStar                            |SRM 533                            |1       |False
MagicBoard                              |SRM 533                            |2       |False
Pikachu                                 |SRM 533                            |3       |False
DengklekMakingChains                    |SRM 532                            |1       |False
DengklekBuildingRoads                   |SRM 532                            |2       |False
DengklekCountingFormations              |SRM 532                            |3       |False
NoRepeatPlaylist                        |SRM 531                            |1       |False
MonsterFarm                             |SRM 531                            |2       |False
BuildingReorganization                  |SRM 531                            |3       |False
GogoXCake                               |SRM 530                            |1       |False
GogoXMarisaKirisima                     |SRM 530                            |2       |False
GogoXBallsAndBins                       |SRM 530                            |3       |False
KingSort                                |SRM 529                            |1       |False
MinskyMystery                           |SRM 529                            |2       |False
BigAndSmallAirports                     |SRM 529                            |3       |False
PerfectlyFairGame                       |TCO11 Championship Round           |1       |False
NumberGrid                              |TCO11 Championship Round           |2       |False
TheCards                                |TCO11 Championship Round           |3       |False
EventOrder                              |TCO11 Wildcard Round               |1       |False
DecodeDigits                            |TCO11 Wildcard Round               |2       |False
PermutationBias                         |TCO11 Wildcard Round               |3       |False
RGBGame                                 |TCO11 Semifinal 2                  |1       |False
TheCoins                                |TCO11 Semifinal 2                  |2       |False
DiscreteConvexHull                      |TCO11 Semifinal 2                  |3       |False
OrthogonalAnagram                       |TCO11 Semifinal 1                  |1       |False
GuessTheSubstring                       |TCO11 Semifinal 1                  |2       |False
MatrixPower                             |TCO11 Semifinal 1                  |3       |False
SistersErasingLetters                   |TCO11 Round 5                      |1       |False
PlaylistShuffler                        |TCO11 Round 5                      |2       |False
RemoveGame                              |TCO11 Round 5                      |3       |False
ManhattanPatrol                         |TCO11 Round 4                      |1       |False
YetAnotherBingoProblem                  |TCO11 Round 4                      |2       |False
RadarSabotage                           |TCO11 Round 4                      |3       |False
ArtShift                                |TCO11 Round 3                      |1       |False
PrefixFreeSuperset                      |TCO11 Round 3                      |2       |False
RowOfColors                             |TCO11 Round 3                      |3       |False
GuessTheNumberGame                      |TCO11 Round 2                      |1       |False
STable                                  |TCO11 Round 2                      |2       |False
CircuitDesign                           |TCO11 Round 2                      |3       |False
TripleStrings                           |TCO11 Round 1                      |1       |False
MuddyRoad                               |TCO11 Round 1                      |2       |False
IPv444                                  |TCO11 Round 1                      |3       |False
Cut                                     |SRM 528                            |1       |False
SPartition                              |SRM 528                            |2       |False
ColorfulCookie                          |SRM 528                            |3       |False
P8XGraphBuilder                         |SRM 527                            |1       |False
P8XMatrixRecovery                       |SRM 527                            |2       |False
P8XCoinChange                           |SRM 527                            |3       |False
DucksAlignment                          |SRM 526                            |1       |False
PrimeCompositeGame                      |SRM 526                            |2       |False
DengklekMessage                         |SRM 526                            |3       |False
DropCoins                               |SRM 525                            |1       |False
Rumor                                   |SRM 525                            |2       |False
MonochromePuzzle                        |SRM 525                            |3       |False
MagicDiamonds                           |SRM 524                            |1       |False
LongestSequence                         |SRM 524                            |2       |False
AxonometricProjection                   |SRM 524                            |3       |False
CountingSeries                          |SRM 523                            |1       |False
BricksN                                 |SRM 523                            |2       |False
AlphabetPaths                           |SRM 523                            |3       |False
RowAndCoins                             |SRM 522                            |1       |False
CorrectMultiplication                   |SRM 522                            |2       |False
PointErasing                            |SRM 522                            |3       |False
MissingParentheses                      |SRM 521                            |1       |False
RangeSquaredSubsets                     |SRM 521                            |2       |False
Chimney                                 |SRM 521                            |3       |False
SRMCodingPhase                          |SRM 520                            |1       |False
SRMIntermissionPhase                    |SRM 520                            |2       |False
SRMChallengePhase                       |SRM 520                            |3       |False
BinaryCards                             |SRM 519                            |1       |False
RequiredSubstrings                      |SRM 519                            |2       |False
VerySmoothDecompositions                |SRM 519                            |3       |False
LargestSubsequence                      |SRM 518                            |1       |False
ConvexSequence                          |SRM 518                            |2       |False
Nim                                     |SRM 518                            |3       |False
CompositeSmash                          |SRM 517                            |1       |False
AdjacentSwaps                           |SRM 517                            |2       |False
ColorfulBoard                           |SRM 517                            |3       |False
NetworkXOneTimePad                      |SRM 516                            |1       |False
RowsOrdering                            |SRM 516                            |2       |False
LexSmallestTour                         |SRM 516                            |3       |False
RotatedClock                            |SRM 515                            |1       |False
NewItemShop                             |SRM 515                            |2       |False
MeetInTheMaze                           |SRM 515                            |3       |False
MagicalGirlLevelOneDivOne               |SRM 514                            |1       |False
MagicalGirlLevelTwoDivOne               |SRM 514                            |2       |False
MagicalGirlLevelThreeDivOne             |SRM 514                            |3       |False
YetAnotherIncredibleMachine             |SRM 513                            |1       |False
PerfectMemory                           |SRM 513                            |2       |False
Reflections                             |SRM 513                            |3       |False
MysteriousRestaurant                    |SRM 512                            |1       |False
SubFibonacci                            |SRM 512                            |2       |False
PickAndDelete                           |SRM 512                            |3       |False
Zoo                                     |SRM 511                            |1       |False
FiveHundredEleven                       |SRM 511                            |2       |False
GameOfLifeDivOne                        |SRM 511                            |3       |False
AllButOneDivisor                        |TCO11 Qual 3                       |1       |False
CoinMachinesGame                        |TCO11 Qual 3                       |2       |False
ComplementMachine2D                     |TCO11 Qual 3                       |3       |False
BlackWhiteMagic                         |TCO11 Qual 2                       |1       |False
KindAndCruel                            |TCO11 Qual 2                       |2       |False
FoxIntegerLevelThree                    |TCO11 Qual 2                       |3       |False
MinimumLiars                            |TCO11 Qual 1                       |1       |False
FoxListeningToMusic                     |TCO11 Qual 1                       |2       |False
SquareSeries                            |TCO11 Qual 1                       |3       |False
TheNumbersWithLuckyLastDigit            |SRM 504.5                          |1       |False
TheJackpotDivOne                        |SRM 504.5                          |2       |False
TheTicketsDivOne                        |SRM 504.5                          |3       |False
TheAlmostLuckyNumbersDivOne             |SRM 510                            |1       |False
TheLuckyGameDivOne                      |SRM 510                            |2       |False
TheLuckyBasesDivOne                     |SRM 510                            |3       |False
LuckyRemainder                          |SRM 509                            |1       |False
PalindromizationDiv1                    |SRM 509                            |2       |False
NumberLabyrinthDiv1                     |SRM 509                            |3       |False
DivideAndShift                          |SRM 508                            |1       |False
YetAnotherORProblem                     |SRM 508                            |2       |False
BarbarianInvasion2                      |SRM 508                            |3       |False
CubeStickers                            |SRM 507                            |1       |False
CubePacking                             |SRM 507                            |2       |False
CubeBuilding                            |SRM 507                            |3       |False
SlimeXSlimesCity                        |SRM 506                            |1       |False
SlimeXGrandSlimeAuto                    |SRM 506                            |2       |False
SlimeXSlimeRancher                      |SRM 506                            |3       |False
RectangleArea                           |Member SRM 505                     |1       |False
SetMultiples                            |Member SRM 505                     |2       |False
PerfectSequences2                       |Member SRM 505                     |3       |False
MathContest                             |SRM 504                            |1       |False
AlgridTwo                               |SRM 504                            |2       |False
Stackol                                 |SRM 504                            |3       |False
ToastXToast                             |Member SRM 503                     |1       |False
KingdomXCitiesandVillages               |Member SRM 503                     |2       |False
KingdomXEmergencyStaircase              |Member SRM 503                     |3       |False
TheLotteryBothDivs                      |SRM 502                            |1       |False
TheProgrammingContestDivOne             |SRM 502                            |2       |False
TheCowDivOne                            |SRM 502                            |3       |False
FoxPlayingGame                          |Member SRM 501                     |1       |False
FoxAverageSequence                      |Member SRM 501                     |2       |False
FoxSearchingRuins                       |Member SRM 501                     |3       |False
MafiaGame                               |SRM 500                            |1       |False
FractalPicture                          |SRM 500                            |2       |False
ProductAndSum                           |SRM 500                            |3       |False
ColorfulRabbits                         |SRM 499                            |1       |False
WhiteSpaceEditing                       |SRM 499                            |2       |False
ImpossibleGame                          |SRM 499                            |3       |False
FoxSequence                             |SRM 498                            |1       |False
FoxStones                               |SRM 498                            |2       |False
FoxJumping                              |SRM 498                            |3       |False
PermutationSignature                    |SRM 497                            |1       |False
CssRules                                |SRM 497                            |2       |False
ModuleSequence                          |SRM 497                            |3       |False
ColoredStrokes                          |SRM 496                            |1       |False
OneDimensionalBalls                     |SRM 496                            |2       |False
YetAnotherHamiltonianPath               |SRM 496                            |3       |False
ColorfulCards                           |SRM 495                            |1       |False
CarrotBoxes                             |SRM 495                            |2       |False
StrangeElevator                         |SRM 495                            |3       |False
Painting                                |Member SRM 494                     |1       |False
AlternatingLane                         |Member SRM 494                     |2       |False
KnightsOut                              |Member SRM 494                     |3       |False
StonesGame                              |SRM 493                            |1       |False
AmoebaCode                              |SRM 493                            |2       |False
AmoebaDivOne                            |SRM 493                            |3       |False
GirlsAndBoys                            |TCO10 Qual 1                       |1       |False
RobotSimulation                         |TCO10 Qual 1                       |2       |False
SequenceMerger                          |TCO10 Qual 1                       |3       |False
EvaluatingElections                     |TCO10 Final                        |1       |False
EnclosingSquare                         |TCO10 Final                        |2       |False
ColorfulJewelry                         |TCO10 Final                        |3       |False
SequencePermutation                     |TCO10 Wildcard                     |1       |False
CalculationCards                        |TCO10 Wildcard                     |2       |False
ShrooksOnTheBoard                       |TCO10 Wildcard                     |3       |False
YetAnotherRobotSimulation               |TCO10 Semi 2                       |1       |False
SellingGold                             |TCO10 Semi 2                       |2       |False
FunnyGames                              |TCO10 Semi 2                       |3       |False
DistantPoints                           |TCO10 Semi 1                       |1       |False
AliceInWanderland                       |TCO10 Semi 1                       |2       |False
SemifinalAssignment                     |TCO10 Semi 1                       |3       |False
LinearKingdomParkingLot                 |TCO10 Round 5                      |1       |False
LongJourney                             |TCO10 Round 5                      |2       |False
OverlappingConcatenation                |TCO10 Round 5                      |3       |False
BankLottery                             |TCO10 Round 4                      |1       |False
ProductsOfDigits                        |TCO10 Round 4                      |2       |False
LineSegments                            |TCO10 Round 4                      |3       |False
SieveOfEratosthenes                     |TCO10 Round 3                      |1       |False
TheChroniclesOfAmber                    |TCO10 Round 3                      |2       |False
Passwords                               |TCO10 Round 3                      |3       |False
SnowPlow                                |TCO10 Round 2                      |1       |False
RepresentableNumbers                    |TCO10 Round 2                      |2       |False
BreakingChocolate                       |TCO10 Round 2                      |3       |False
EqualizeStrings                         |TCO10 Round 1                      |1       |False
TwoRegisters                            |TCO10 Round 1                      |2       |False
VacationTours                           |TCO10 Round 1                      |3       |False
SumRectangle                            |TCO10 Qual 3                       |1       |False
WhatsThisChord                          |TCO10 Qual 3                       |2       |False
CuttingGlass                            |TCO10 Qual 3                       |3       |False
JingleRingle                            |TCO10 Qual 2                       |1       |False
FuzzyLife                               |TCO10 Qual 2                       |2       |False
HandlesSpelling                         |TCO10 Qual 2                       |3       |False
TheLuckyNumbersLevelOne                 |TCHS10 Championship Round          |1       |False
TheLuckyNumbersLevelTwo                 |TCHS10 Championship Round          |2       |False
TheLuckyNumbersLevelThree               |TCHS10 Championship Round          |3       |False
TimeTravellingGardener                  |SRM 492                            |1       |False
TimeTravellingTour                      |SRM 492                            |2       |False
TimeTravellingGogo                      |SRM 492                            |3       |False
FoxMakingDice                           |Member SRM 491                     |1       |False
PrefixTree                              |Member SRM 491                     |2       |False
FoxCardGame                             |Member SRM 491                     |3       |False
Starport                                |SRM 490                            |1       |False
QuickT9                                 |SRM 490                            |2       |False
InfiniteLab                             |SRM 490                            |3       |False
BallsConverter                          |Member SRM 489                     |1       |False
DiceRotation                            |Member SRM 489                     |2       |False
AppleTrees                              |Member SRM 489                     |3       |False
TheBoredomDivOne                        |SRM 488                            |1       |False
TheBoringStoreDivOne                    |SRM 488                            |2       |False
TheBoringGameDivOne                     |SRM 488                            |3       |False
BunnyComputer                           |SRM 487                            |1       |False
BunnyExam                               |SRM 487                            |2       |False
BunnySequence                           |SRM 487                            |3       |False
OneRegister                             |SRM 486                            |1       |False
QuickSort                               |SRM 486                            |2       |False
BatmanAndRobin                          |SRM 486                            |3       |False
AfraidOfEven                            |Member SRM 485                     |1       |False
RectangleAvoidingColoring               |Member SRM 485                     |2       |False
Deposit                                 |Member SRM 485                     |3       |False
RabbitNumber                            |SRM 484                            |1       |False
PuyoPuyo                                |SRM 484                            |2       |False
NumberMagic                             |SRM 484                            |3       |False
BestApproximationDiv1                   |SRM 483                            |1       |False
Bribes                                  |SRM 483                            |2       |False
Sheep                                   |SRM 483                            |3       |False
LockersDivOne                           |Member SRM 482                     |1       |False
HanoiGoodAndBad                         |Member SRM 482                     |2       |False
BalancingAct                            |Member SRM 482                     |3       |False
ChickenOracle                           |SRM 481                            |1       |False
BatchSystemRoulette                     |SRM 481                            |2       |False
TicketPrinters                          |SRM 481                            |3       |False
TextFrames                              |TCHS10 Round 3                     |1       |False
FoldingMaze                             |TCHS10 Round 3                     |2       |False
BuildingWalls                           |TCHS10 Round 3                     |3       |False
FlatCatsBreeding                        |TCHS10 Round 2                     |1       |False
DistanceOnCube                          |TCHS10 Round 2                     |2       |False
CornersDecoding                         |TCHS10 Round 2                     |3       |False
TheSequencesLevelOne                    |TCHS10 Round 1                     |1       |False
TheSequencesLevelTwo                    |TCHS10 Round 1                     |2       |False
TheSequencesLevelThree                  |TCHS10 Round 1                     |3       |False
CarrotJumping                           |Member SRM 478                     |1       |False
KiwiJuice                               |Member SRM 478                     |2       |False
RandomApple                             |Member SRM 478                     |3       |False
Badgers                                 |SRM 476                            |1       |False
FriendTour                              |SRM 476                            |2       |False
SpaceshipEvacuation                     |SRM 476                            |3       |False
RouteIntersection                       |Member Single Round Match 474      |1       |False
