problem                                 |round                              |level   |solved
DoorsGame                               |SRM 470                            |1       |False
DrawingLines                            |SRM 470                            |2       |False
BuildingRoads                           |SRM 470                            |3       |False
TheMoviesLevelOneDivOne                 |SRM 469                            |1       |False
TheMoviesLevelTwoDivOne                 |SRM 469                            |2       |False
TheMoviesLevelThreeDivOne               |SRM 469                            |3       |False
LateProfessor                           |SRM 467                            |1       |False
SuperSum                                |SRM 467                            |2       |False
NextHomogeneousStrings                  |SRM 467                            |3       |False
LotteryCheating                         |SRM 466                            |1       |False
LotteryPyaterochka                      |SRM 466                            |2       |False
DrawingBlackCrosses                     |SRM 466                            |3       |False
ColorfulStrings                         |SRM 464                            |1       |False
ColorfulDecoration                      |SRM 464                            |2       |False
ColorfulMaze                            |SRM 464                            |3       |False
RabbitNumbering                         |SRM 463                            |1       |False
Nisoku                                  |SRM 463                            |2       |False
RabbitPuzzle                            |SRM 463                            |3       |False
AgeEncoding                             |SRM 462                            |1       |False
CandyBox                                |SRM 462                            |2       |False
WarTransportation                       |SRM 462                            |3       |False
TheQuestionsAndAnswersDivOne            |SRM 460                            |1       |False
TheFansAndMeetingsDivOne                |SRM 460                            |2       |False
TheCitiesAndRoadsDivOne                 |SRM 460                            |3       |False
Inequalities                            |SRM 459                            |1       |False
NumberPyramids                          |SRM 459                            |2       |False
TheContest                              |SRM 459                            |3       |False
TheTriangleBothDivs                     |SRM 457                            |1       |False
TheHexagonsDivOne                       |SRM 457                            |2       |False
TheSquareDivOne                         |SRM 457                            |3       |False
TwistedMatrix                           |Pilot 2                            |1       |False
TransportationNetwork                   |Pilot 2                            |2       |False
PrefixFreeCode                          |Pilot 2                            |3       |False
ErdosNumber                             |Member Beta                        |1       |False
CantorDust                              |Member Beta                        |2       |False
WallClimbing                            |Member Beta                        |3       |False
SilverDistance                          |SRM 456                            |1       |False
CutSticks                               |SRM 456                            |2       |False
FunctionalEquation                      |SRM 456                            |3       |False
DoubleXor                               |SRM 454                            |1       |False
NumbersAndMatches                       |SRM 454                            |2       |False
MegaSum                                 |SRM 454                            |3       |False
TheBasketballDivOne                     |SRM 453                            |1       |False
TheTournamentDivOne                     |SRM 453                            |2       |False
TheSoccerDivOne                         |SRM 453                            |3       |False
NotTwo                                  |SRM 452                            |1       |False
IOIString                               |SRM 452                            |2       |False
IncreasingNumber                        |SRM 452                            |3       |False
MagicalSource                           |SRM 451                            |1       |False
BaronsAndCoins                          |SRM 451                            |2       |False
BrickPuzzle                             |SRM 451                            |3       |False
OrderedNim                              |SRM 450                            |1       |False
StrongEconomy                           |SRM 450                            |2       |False
RowGame                                 |SRM 450                            |3       |False
MaxTriangle                             |SRM 449                            |1       |False
HexagonalBattlefield                    |SRM 449                            |2       |False
StairsColoring                          |SRM 449                            |3       |False
TheBlackJackDivOne                      |SRM 448                            |1       |False
TheCardShufflingDivOne                  |SRM 448                            |2       |False
TheCardLineDivOne                       |SRM 448                            |3       |False
KnightsTour                             |SRM 447                            |1       |False
PeopleYouMayKnow                        |SRM 447                            |2       |False
CellScores                              |SRM 447                            |3       |False
CubeWalking                             |SRM 446                            |1       |False
AntOnGraph                              |SRM 446                            |2       |False
CubePainting                            |SRM 446                            |3       |False
TheNewHouseDivOne                       |SRM 445                            |1       |False
TheLockDivOne                           |SRM 445                            |2       |False
TheEncryptionDivOne                     |SRM 445                            |3       |False
UnfoldingTriangles                      |SRM 444                            |1       |False
FourBlocks                              |SRM 444                            |2       |False
AvoidFour                               |SRM 444                            |3       |False
UnluckyIntervals                        |SRM 438                            |1       |False
EndlessStringMachine                    |SRM 438                            |2       |False
FeudaliasWar                            |SRM 438                            |3       |False
FractalWheels                           |TCO09 Championship                 |1       |False
ArrayTransformations                    |TCO09 Championship                 |2       |False
TheBoredJohn                            |TCO09 Championship                 |3       |False
PerfectPowers                           |TCO09 Semifinal                    |1       |False
Automaton                               |TCO09 Semifinal                    |2       |False
SequenceSum                             |TCO09 Semifinal                    |3       |False
PawnsAndKings                           |TCO09 Round 5                      |1       |False
LineOfDice                              |TCO09 Round 5                      |2       |False
NumberGraph                             |TCO09 Round 5                      |3       |False
CubeOfDice                              |TCO09 Round 4                      |1       |False
ChuckContest                            |TCO09 Round 4                      |2       |False
ShadowArea                              |TCO09 Round 4                      |3       |False
SaveTheTrees                            |TCO09 Round 3                      |1       |False
CampaignTrail                           |TCO09 Round 3                      |2       |False
YetAnotherStonesGame                    |TCO09 Round 3                      |3       |False
PlaneFractal                            |TCO09 Round 2                      |1       |False
ExtendableTriangles                     |TCO09 Round 2                      |2       |False
ConnectingAirports                      |TCO09 Round 2                      |3       |False
SequenceSums                            |TCO09 Round 1                      |1       |False
KthProbableElement                      |TCO09 Round 1                      |2       |False
Unicorn                                 |TCO09 Round 1                      |3       |False
BidirectionalQueue                      |TCO09 Qual 3                       |1       |False
PrettyPrintASpiral                      |TCO09 Qual 3                       |2       |False
MismatchedStrings                       |TCO09 Qual 3                       |3       |False
RepaintTheChessboard                    |TCO09 Qual 2                       |1       |False
PageNumbers                             |TCO09 Qual 2                       |2       |False
DigitalCounter                          |TCO09 Qual 2                       |3       |False
CirclesCountry                          |SRM 443                            |1       |False
BinaryFlips                             |SRM 443                            |2       |False
ShuffledPlaylist                        |SRM 443                            |3       |False
Underprimes                             |SRM 442                            |1       |False
BedroomFloor                            |SRM 442                            |2       |False
NowhereLand                             |SRM 442                            |3       |False
PerfectPermutation                      |SRM 441                            |1       |False
StrangeCountry                          |SRM 441                            |2       |False
PaperAndPaint                           |SRM 441                            |3       |False
IncredibleMachine                       |SRM 440                            |1       |False
MazeWandering                           |SRM 440                            |2       |False
SquareFreeSets                          |SRM 440                            |3       |False
PouringWater                            |SRM 439                            |1       |False
PalindromePhrases                       |SRM 439                            |2       |False
KingdomMap                              |SRM 439                            |3       |False
SortingWithPermutation                  |TCO09 Qual 1                       |1       |False
SquareFreeNumbers                       |TCO09 Qual 1                       |2       |False
PrimePairs                              |TCO09 Qual 1                       |3       |False
ThePresents                             |TCHS09 Final Round                 |1       |False
TheLongWay                              |TCHS09 Final Round                 |2       |False
TheGarland                              |TCHS09 Final Round                 |3       |False
Parallelograms                          |TCHS09 Round 3                     |1       |False
AnotherCoinProblem                      |TCHS09 Round 3                     |2       |False
DiamondMining                           |TCHS09 Round 3                     |3       |False
CyclicSequence                          |TCHS09 Round 2                     |1       |False
TournamentWinner                        |TCHS09 Round 2                     |2       |False
WizardsAppointments                     |TCHS09 Round 2                     |3       |False
SubwayTrip                              |TCHS09 Round 1                     |1       |False
BankLoans                               |TCHS09 Round 1                     |2       |False
MazeReconstruction                      |TCHS09 Round 1                     |3       |False
TheSwap                                 |SRM 437                            |1       |False
TheInteger                              |SRM 437                            |2       |False
TheSum                                  |SRM 437                            |3       |False
BestView                                |SRM 436                            |1       |False
DoNotTurn                               |SRM 436                            |2       |False
CircularShifts                          |SRM 436                            |3       |False
CellRemoval                             |SRM 435                            |1       |False
DNADeletion                             |SRM 435                            |2       |False
CompanyRestructuring                    |SRM 435                            |3       |False
FindingSquareInTable                    |SRM 434                            |1       |False
HexatridecimalSum                       |SRM 434                            |2       |False
IncreasingLists                         |SRM 434                            |3       |False
MagicWords                              |SRM 433                            |1       |False
SettingTents                            |SRM 433                            |2       |False
BarbarianInvasion                       |SRM 433                            |3       |False
LampsGrid                               |SRM 432                            |1       |False
GroupedWord                             |SRM 432                            |2       |False
BuildersCountry                         |SRM 432                            |3       |False
DigitPrime                              |TC China 08 - Finals               |1       |False
UnknownNames                            |TC China 08 - Finals               |2       |False
TreeMaps                                |TC China 08 - Finals               |3       |False
JohnnysCannon                           |TC China 08 - 1E                   |1       |False
GoodHours                               |TC China 08 - 1E                   |2       |False
GameOfEight                             |TC China 08 - 1E                   |3       |False
BrokenStrings                           |TC China 08 - 1D                   |1       |False
TransposeMyMusic                        |TC China 08 - 1D                   |2       |False
FreeGuitars                             |TC China 08 - 1D                   |3       |False
DirPattern                              |TC China 08 - 1C                   |1       |False
KingMovement                            |TC China 08 - 1C                   |2       |False
TooManyBugs                             |TC China 08 - 1C                   |3       |False
CodeRed                                 |TC China 08 - 1B                   |1       |False
MusicalChairs                           |TC China 08 - 1B                   |2       |False
CrimeLab                                |TC China 08 - 1B                   |3       |False
CampLunches                             |TC China 08 - 1A                   |1       |False
OrderParser                             |TC China 08 - 1A                   |2       |False
MislabeledWeights                       |TC China 08 - 1A                   |3       |False
PaternityScandal                        |TCHS SRM 64                        |1       |False
ThirtyRocks                             |TCHS SRM 64                        |2       |False
CommanderIdol                           |TCHS SRM 64                        |3       |False
SimpleCardGame                          |TCHS SRM 63                        |1       |False
Telltale                                |TCHS SRM 63                        |2       |False
SoccerFan                               |TCHS SRM 63                        |3       |False
TeamSelection                           |TCHS SRM 62                        |1       |False
NumberFormatter                         |TCHS SRM 62                        |2       |False
DecreasingNumbers                       |TCHS SRM 62                        |3       |False
MagicSpell                              |TCHS SRM 61                        |1       |False
ProductOfDigits                         |TCHS SRM 61                        |2       |False
ProgrammingRobots                       |TCHS SRM 61                        |3       |False
WordsPuzzle                             |TCHS SRM 60                        |1       |False
TurnOnTheLights                         |TCHS SRM 60                        |2       |False
ColoringRectangles                      |TCHS SRM 60                        |3       |False
CorruptMages                            |TCHS SRM 59                        |1       |False
EquilibriumPoints                       |TCHS SRM 59                        |2       |False
Auxanometer                             |TCHS SRM 59                        |3       |False
DeckRearranging                         |TCHS SRM 58                        |1       |False
SolitaireSimulation                     |TCHS SRM 58                        |2       |False
Digsaw                                  |TCHS SRM 58                        |3       |False
WordFindPuzzle                          |TCHS SRM 57                        |1       |False
TwoLotteryGames                         |TCHS SRM 57                        |2       |False
LostSortingAlgorithm                    |TCHS SRM 57                        |3       |False
StrangeComparator                       |TCHS SRM 56                        |1       |False
Playlist                                |TCHS SRM 56                        |2       |False
BestJob                                 |TCHS SRM 56                        |3       |False
VeryInterestingMovie                    |TCHS SRM 55                        |1       |False
MagicStones                             |TCHS SRM 55                        |2       |False
CollectingPostmarks                     |TCHS SRM 55                        |3       |False
ProblemSetter                           |TCHS SRM 54                        |1       |False
SegmentDisplay                          |TCHS SRM 54                        |2       |False
NumberPartition                         |TCHS SRM 54                        |3       |False
LaserShooting                           |SRM 431                            |1       |False
MegaCoolNumbers                         |SRM 431                            |2       |False
PerfectRectangles                       |SRM 431                            |3       |False
BitwiseEquations                        |SRM 430                            |1       |False
TwinTowns                               |SRM 430                            |2       |False
PickingUp                               |SRM 430                            |3       |False
SubrectanglesOfTable                    |SRM 429                            |1       |False
IngredientProportions                   |SRM 429                            |2       |False
SpecificPolyominoCovering               |SRM 429                            |3       |False
TheLuckyString                          |SRM 428                            |1       |False
TheLongPalindrome                       |SRM 428                            |2       |False
TheStringGame                           |SRM 428                            |3       |False
DesignCalendar                          |SRM 427                            |1       |False
LocateTreasure                          |SRM 427                            |2       |False
PSequence                               |SRM 427                            |3       |False
ShufflingMachine                        |SRM 426                            |1       |False
CatchTheMice                            |SRM 426                            |2       |False
LongStraightRoad                        |SRM 426                            |3       |False
CrazyBot                                |SRM 425                            |1       |False
PiecesMover                             |SRM 425                            |2       |False
RoadsOfKingdom                          |SRM 425                            |3       |False
ProductOfDigits                         |SRM 424                            |1       |False
StrengthOrIntellect                     |SRM 424                            |2       |False
ProductOfPrices                         |SRM 424                            |3       |False
TheTower                                |SRM 423                            |1       |False
TheEasyChase                            |SRM 423                            |2       |False
TheBeautifulBoard                       |SRM 423                            |3       |False
PrimeSoccer                             |SRM 422                            |1       |False
CavePassage                             |SRM 422                            |2       |False
WorkersOnPlane                          |SRM 422                            |3       |False
EquilibriumPoints                       |SRM 421                            |1       |False
CakesEqualization                       |SRM 421                            |2       |False
TeamManagement                          |SRM 421                            |3       |False
SolitaireSimulation                     |SRM 420                            |1       |False
RedIsGood                               |SRM 420                            |2       |False
ChangeOMatic                            |SRM 420                            |3       |False
Undo                                    |SRM 419                            |1       |False
NimForK                                 |SRM 419                            |2       |False
CactusAutomorphisms                     |SRM 419                            |3       |False
TwoLotteryGames                         |SRM 418                            |1       |False
StampsCollection                        |SRM 418                            |2       |False
Barracks                                |SRM 418                            |3       |False
TemplateMatching                        |SRM 417                            |1       |False
CubeNets                                |SRM 417                            |2       |False
WalkingDistance                         |SRM 417                            |3       |False
NextNumber                              |SRM 416                            |1       |False
CustomDice                              |SRM 416                            |2       |False
RussianCheckers                         |SRM 416                            |3       |False
ShipLoading                             |SRM 415                            |1       |False
CollectingPostmarks                     |SRM 415                            |2       |False
AlienDictionary                         |SRM 415                            |3       |False
Embassy                                 |SRM 414                            |1       |False
StringInterspersal                      |SRM 414                            |2       |False
KPlanetaryAlignment                     |SRM 414                            |3       |False
ArithmeticProgression                   |SRM 413                            |1       |False
InfiniteSequence2                       |SRM 413                            |2       |False
TreeCount                               |SRM 413                            |3       |False
ForbiddenStrings                        |SRM 412                            |1       |False
StringsAndTabs                          |SRM 412                            |2       |False
ErrantKnight                            |SRM 412                            |3       |False
TextBoard                               |College Tour HUST                  |1       |False
EvilRobot                               |College Tour HUST                  |2       |False
RollingLetters                          |College Tour HUST                  |3       |False
TheLargestLuckyNumber                   |College Tour Fudan                 |1       |False
TheLuckyNumbers                         |College Tour Fudan                 |2       |False
TheSumOfLuckyNumbers                    |College Tour Fudan                 |3       |False
DNAConstruction                         |TCHS SRM 53                        |1       |False
AnomalousCancellation                   |TCHS SRM 53                        |2       |False
LockedDoors                             |TCHS SRM 53                        |3       |False
TournamentJudging                       |TCHS SRM 52                        |1       |False
RRSchedule                              |TCHS SRM 52                        |2       |False
MarblesInABag                           |TCHS SRM 52                        |3       |False
MissingDigits                           |TCHS SRM 51                        |1       |False
AuctionHouse                            |TCHS SRM 51                        |2       |False
CheapestRoute                           |TCHS SRM 51                        |3       |False
FunnyBirds                              |TCHS SRM 50                        |1       |False
SquareCovering                          |TCHS SRM 50                        |2       |False
PositiveArray                           |TCHS SRM 50                        |3       |False
TextBoard                               |College Tour West China            |1       |False
EvilRobot                               |College Tour West China            |2       |False
RollingLetters                          |College Tour West China            |3       |False
ConductorWalk                           |College Tour Guangdong             |1       |False
CharSwaps                               |College Tour Guangdong             |2       |False
RoadReform                              |College Tour Guangdong             |3       |False
WaterEqualizer                          |College Tour Beijing               |1       |False
SubgridsCounter                         |College Tour Beijing               |2       |False
MilitaryBase                            |College Tour Beijing               |3       |False
ConductorWalk                           |East China Round 2                 |1       |False
CharSwaps                               |East China Round 2                 |2       |False
RoadReform                              |East China Round 2                 |3       |False
DividingIntoTeams                       |East China Round 1                 |1       |False
TimeToSay                               |East China Round 1                 |2       |False
BestResult                              |East China Round 1                 |3       |False
CircularCells                           |Round 1                            |1       |False
DiamondGame                             |Round 1                            |2       |False
RepresentNumber                         |Round 1                            |3       |False
SentenceDecomposition                   |SRM 411                            |1       |False
HoleCakeCuts                            |SRM 411                            |2       |False
MinimumTours                            |SRM 411                            |3       |False
AddElectricalWires                      |SRM 410                            |1       |False
ContiguousCache                         |SRM 410                            |2       |False
WifiPlanet                              |SRM 410                            |3       |False
OrderedSuperString                      |SRM 409                            |1       |False
MagicalSpheres                          |SRM 409                            |2       |False
GridColoring                            |SRM 409                            |3       |False
OlympicCandles                          |SRM 408                            |1       |False
CandyGame                               |SRM 408                            |2       |False
TournamentSeeding                       |SRM 408                            |3       |False
CorporationSalary                       |SRM 407                            |1       |False
PointsGame                              |SRM 407                            |2       |False
TransformMatrix                         |SRM 407                            |3       |False
SymmetricPie                            |SRM 406                            |1       |False
FoldThePaper                            |SRM 406                            |2       |False
ShortPaths                              |SRM 406                            |3       |False
RelativePath                            |SRM 405                            |1       |False
AllCycleLengths                         |SRM 405                            |2       |False
ReasonableOdds                          |SRM 405                            |3       |False
RevealTriangle                          |SRM 404                            |1       |False
KSubstring                              |SRM 404                            |2       |False
SoftwareCompanies                       |SRM 404                            |3       |False
TheLuckyNumbers                         |SRM 403                            |1       |False
TheLuckySequence                        |SRM 403                            |2       |False
TheLuckySum                             |SRM 403                            |3       |False
RandomSort                              |SRM 402                            |1       |False
LargestGap                              |SRM 402                            |2       |False
IncreasingSequence                      |SRM 402                            |3       |False
FIELDDiagrams                           |SRM 401                            |1       |False
ParticleCollision                       |SRM 401                            |2       |False
NCool                                   |SRM 401                            |3       |False
StrongPrimePower                        |SRM 400                            |1       |False
ReversalChain                           |SRM 400                            |2       |False
CollectingBonuses                       |SRM 400                            |3       |False
AvoidingProduct                         |SRM 399                            |1       |False
BinarySum                               |SRM 399                            |2       |False
DancingParty                            |SRM 399                            |3       |False
CountExpressions                        |SRM 398                            |1       |False
CountPaths                              |SRM 398                            |2       |False
MyFriends                               |SRM 398                            |3       |False
SortingGame                             |SRM 397                            |1       |False
SumOfPowers                             |SRM 397                            |2       |False
HouseProtection                         |SRM 397                            |3       |False
DNAString                               |SRM 396                            |1       |False
FixImage                                |SRM 396                            |2       |False
MoreNim                                 |SRM 396                            |3       |False
SquareConstruction                      |TCO08 Qual 3                       |1       |False
CableDonation                           |TCO08 Qual 3                       |2       |False
EvenOnes                                |TCO08 Qual 3                       |3       |False
LangfordSequence                        |TCHS08 Finals                      |1       |False
ReversingPrefixes                       |TCHS08 Finals                      |2       |False
PredictionCardGame                      |TCHS08 Finals                      |3       |False
CoolFunction                            |TCO08 Championship                 |1       |False
CraneSort                               |TCO08 Championship                 |2       |False
SnakesOnAPlane                          |TCO08 Championship                 |3       |False
OptimalPlay                             |TCO08 Wildcard                     |1       |False
BSTConstruction                         |TCO08 Wildcard                     |2       |False
AlmostConvexPolygons                    |TCO08 Wildcard                     |3       |False
WhackAMole                              |TCO08 Semifinal 3                  |1       |False
IncompatibleMice                        |TCO08 Semifinal 3                  |2       |False
SequentialT                             |TCO08 Semifinal 3                  |3       |False
FairDiceGame                            |TCO08 Semifinal 2                  |1       |False
IsoscelesTriangles                      |TCO08 Semifinal 2                  |2       |False
ColorfulBalls                           |TCO08 Semifinal 2                  |3       |False
DriveOrder                              |TCO08 Semifinal 1                  |1       |False
MultiplayerBattleships                  |TCO08 Semifinal 1                  |2       |False
BinaryMatrix                            |TCO08 Semifinal 1                  |3       |False
MagicLabeling                           |TCO08 Round 4                      |1       |False
OlympicGames                            |TCO08 Round 4                      |2       |False
Collect                                 |TCO08 Round 4                      |3       |False
ZenoDivision                            |TCO08 Round 3                      |1       |False
BattleDice                              |TCO08 Round 3                      |2       |False
SuperWatch                              |TCO08 Round 3                      |3       |False
OneWayStreets                           |TCO08 Round 2                      |1       |False
CreatureTraining                        |TCO08 Round 2                      |2       |False
PreciousStones                          |TCO08 Round 2                      |3       |False
DiscountCombination                     |TCO08 Round 1                      |1       |False
Chomp                                   |TCO08 Round 1                      |2       |False
BoxFilling                              |TCO08 Round 1                      |3       |False
BusAwaiting                             |TCO08 Qual 2                       |1       |False
PhoneNumbers                            |TCO08 Qual 2                       |2       |False
BlackWhiteRectangles                    |TCO08 Qual 2                       |3       |False
MonstersAndBunnies                      |TCO08 Qual 1                       |1       |False
PrimeSums                               |TCO08 Qual 1                       |2       |False
MagicFingerprint                        |TCO08 Qual 1                       |3       |False
StudentEnrollment                       |TCHS08 Round 1                     |1       |False
TaliluluCoffee                          |TCHS08 Round 1                     |2       |False
DecorationDay                           |TCHS08 Round 1                     |3       |False
QueryFilter                             |TCHS08 Round 2                     |1       |False
TriangularSubsequence                   |TCHS08 Round 2                     |2       |False
UnfixedArrangements                     |TCHS08 Round 2                     |3       |False
SimilarWords                            |TCHS08 Round 3                     |1       |False
OneTwoThree                             |TCHS08 Round 3                     |2       |False
RectanglesArrangement                   |TCHS08 Round 3                     |3       |False
RussianSpeedLimits                      |College Tour SRM 385               |1       |False
UnderscoreJustification                 |College Tour SRM 385               |2       |False
SummingArithmeticProgressions           |College Tour SRM 385               |3       |False
Prank                                   |College Tour SRM 384               |1       |False
Library                                 |College Tour SRM 384               |2       |False
PowerGame                               |College Tour SRM 384               |3       |False
StreetWalking                           |SRM 395                            |1       |False
Skyscrapers                             |SRM 395                            |2       |False
PubTrivia                               |SRM 395                            |3       |False
RoughStrings                            |SRM 394                            |1       |False
CentersOfSymmetry                       |SRM 394                            |2       |False
PseudoRandomKingdom                     |SRM 394                            |3       |False
InstantRunoffVoting                     |SRM 393                            |1       |False
NSegmentDisplay                         |SRM 393                            |2       |False
AirlineInternet                         |SRM 393                            |3       |False
TwoStringMasks                          |SRM 392                            |1       |False
RoundAboutCircle                        |SRM 392                            |2       |False
EquiDigitNumbers                        |SRM 392                            |3       |False
IsomorphicWords                         |SRM 391                            |1       |False
KeysInBoxes                             |SRM 391                            |2       |False
Transformation                          |SRM 391                            |3       |False
ConcatenateNumber                       |SRM 390                            |1       |False
PaintingBoards                          |SRM 390                            |2       |False
BuildCircuit                            |SRM 390                            |3       |False
ApproximateDivision                     |SRM 389                            |1       |False
GuitarChords                            |SRM 389                            |2       |False
LittleSquares                           |SRM 389                            |3       |False
SmoothNumbers                           |SRM 388                            |1       |False
InformFriends                           |SRM 388                            |2       |False
TelephoneNumbers                        |SRM 388                            |3       |False
MarblesRegroupingEasy                   |SRM 387                            |1       |False
IntervalSubsets                         |SRM 387                            |2       |False
StrangeArray                            |SRM 387                            |3       |False
CandidateKeys                           |SRM 386                            |1       |False
PolygonCover                            |SRM 386                            |2       |False
EscapeArtist                            |SRM 386                            |3       |False
FloorLayout                             |College Tour SRM 383               |1       |False
Planks                                  |College Tour SRM 383               |2       |False
HillWalker                              |College Tour SRM 383               |3       |False
ContiguousSubsequences                  |College Tour SRM 382               |1       |False
CollectingRiders                        |College Tour SRM 382               |2       |False
CharmingTicketsEasy                     |College Tour SRM 382               |3       |False
TheBestName                             |College Tour SRM 381               |1       |False
TheDiceGame                             |College Tour SRM 381               |2       |False
TheNumbersLord                          |College Tour SRM 381               |3       |False
LuckyTicketSubstring                    |College Tour SRM 380               |1       |False
LameKnight                              |College Tour SRM 380               |2       |False
CompilingDecksWithJokers                |College Tour SRM 380               |3       |False
DownloadingFiles                        |College Tour SRM 379               |1       |False
SellingProducts                         |College Tour SRM 379               |2       |False
TVGameWinnings                          |College Tour SRM 379               |3       |False
TwoRotationCypher                       |College Tour SRM 378               |1       |False
TrueStatements                          |College Tour SRM 378               |2       |False
HanoiState                              |College Tour SRM 378               |3       |False
PunctuationCleaner                      |College Tour SRM 376               |1       |False
Trainyard                               |College Tour SRM 376               |2       |False
JollyJumpers                            |College Tour SRM 376               |3       |False
MixtureDensity                          |College Tour SRM 375               |1       |False
DukeOnChessBoard                        |College Tour SRM 375               |2       |False
DivisibleByDigits                       |College Tour SRM 375               |3       |False
HockeyFault                             |College Tour SRM 374               |1       |False
SyllableSorting                         |College Tour SRM 374               |2       |False
PlayerExtraction                        |College Tour SRM 374               |3       |False
RandomRide                              |TCCC07 Finals                      |1       |False
Factorer                                |TCCC07 Finals                      |2       |False
FactoryEmulation                        |TCCC07 Finals                      |3       |False
RandomWalks                             |TCCC07 Wildcard                    |1       |False
Overhang                                |TCCC07 Wildcard                    |2       |False
Polygon                                 |TCCC07 Wildcard                    |3       |False
TheEquation                             |College Tour SRM 373               |1       |False
StringFragmentation                     |College Tour SRM 373               |2       |False
RectangleCrossings                      |College Tour SRM 373               |3       |False
DietPlan                                |College Tour SRM 372               |1       |False
RoadConstruction                        |College Tour SRM 372               |2       |False
RainyDay                                |College Tour SRM 372               |3       |False
CondorcetVoting                         |College Tour SRM 371               |1       |False
SpiralRoute                             |College Tour SRM 371               |2       |False
FloodRelief                             |College Tour SRM 371               |3       |False
Police                                  |TCCC07 Semi 3                      |1       |False
OddGraph                                |TCCC07 Semi 3                      |2       |False
BinaryPowerBishop                       |TCCC07 Semi 3                      |3       |False
SongsList                               |TCCC07 Semi 2                      |1       |False
FlashFlood                              |TCCC07 Semi 2                      |2       |False
ReliefMeasuring                         |TCCC07 Semi 2                      |3       |False
CardsAndSlots                           |TCCC07 Semi 1                      |1       |False
UnfriendlyMultiPermutation              |TCCC07 Semi 1                      |2       |False
AncientLanguage                         |TCCC07 Semi 1                      |3       |False
Containers                              |College Tour SRM 370               |1       |False
DrawingMarbles                          |College Tour SRM 370               |2       |False
JohnnysPhone                            |College Tour SRM 370               |3       |False
Caketown                                |College Tour Sichuan               |1       |False
ChangeReport                            |College Tour Sichuan               |2       |False
GreedyGlob                              |College Tour Sichuan               |3       |False
ChainOfRectangles                       |College Tour SRM 369               |1       |False
BeautifulString                         |College Tour SRM 369               |2       |False
IsoscelesTriangulations                 |College Tour SRM 369               |3       |False
PirateTreasure                          |College Tour SRM 368               |1       |False
